INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
42184,1973,06,48,04,995.1,1002.1,38.0,25.8,19.9,035,23.2,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,05,990.3,997.2,39.0,28.0,23.4,041,28.8,11,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,06,990.1,997.0,39.0,28.2,23.7,042,29.3,09,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,07,990.5,997.4,37.0,26.4,21.5,041,25.6,09,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,08,990.3,997.2,37.2,26.0,20.7,039,24.4,09,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,09,990.8,997.7,37.6,26.8,21.9,041,26.3,09,002,24,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,10,991.7,998.6,37.4,26.4,21.3,040,25.3,09,002,12,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,11,990.5,997.4,36.8,26.6,22.0,043,26.4,09,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,12,990.3,997.2,27.2,26.0,20.7,039,24.4,07,002,06,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,13,984.6,991.6,34.0,26.0,22.4,051,27.1,09,004,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,14,984.0,991.0,30.4,24.0,20.8,057,24.6,29,002,02,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,15,979.1,986.6,34.6,27.6,24.7,057,31.1,29,002,18,96,5,8, , , , ,2, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,16,978.2,985.2,29.2,27.0,26.1,083,33.8,07,002,08,96,0,0,2,8, , ,0,9, ,8,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,17,977.7,984.7,30.0,26.8,25.5,077,32.6,00,000,08,96,5,8, , , , ,9, , ,8,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,18,986.8,993.9,28.2,25.2,23.9,079,29.7,36,002,09,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,19,989.1,996.1,34.0,27.2,24.4,056,30.5,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,20,989.7,996.7,34.0,26.8,23.7,055,29.3,36,002,15,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,21,991.8,998.8,31.0,27.6,26.3,076,32.2,36,002,09,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,22,990.9,997.8,35.8,27.0,23.2,048,28.4,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,23,989.3,996.2,38.0,27.2,22.5,041,27.3,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,24,989.2,996.1,38.2,27.0,22.0,039,26.4,00,000,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,25,990.3,997.3,34.0,28.2,25.9,063,33.4,00,000,14,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,26,989.8,996.8,32.4,25.6,22.5,056,27.3,07,002,19,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,27,990.5,997.6,29.2,26.4,25.2,079,32.1,00,000,05,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,28,988.5,995.5,33.0,27.4,25.1,063,31.9,07,002,01,96,0,0,3,6,0,0,0,9,0,6,9, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,29,991.2,998.4,27.0,25.4,24.7,087,31.1,00,000,04,96,5,8, , , , ,9, , ,8,6, , ,  ,,   ,  , , ,   ,
42184,1973,06,48,30,991.1,998.1,33.0,27.4,23.9,053,29.7,00,000,04,96,0,0,3,7,0,0,0,9,0,7,9, , ,  ,,   ,  , , ,   ,
42184,1974,03,12,01,1004.9,1012.4,19.6,14.0,9.0,050,11.5,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,02,1005.5,1013.0,17.6,17.2,16.9,096,19.3,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,03,1003.9,1011.3,18.2,17.0,16.5,088,18.8,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,04,1002.5,1009.7,22.6,16.8,12.4,053,14.4,00,000,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,05,999.8,1007.0,23.6,17.6,13.3,052,15.3,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,06,1003.7,1010.9,23.2,14.2,5.4,031,9.0,27,002,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,07,1003.2,1010.6,21.4,15.4,10.4,050,12.6,27,002,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,08,1002.5,1009.8,22.4,16.4,11.8,051,13.8,27,005,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,09,1002.8,1010.1,23.2,17.0,12.4,050,14.4,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,10,1001.2,1008.6,20.4,15.0,10.5,053,12.7,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,11,1004.2,1011.5,26.6,15.2,6.5,031,9.7,27,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,12,1003.2,1010.6,21.0,14.0,7.5,042,10.4,27,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,13,1002.2,1009.8,21.6,14.2,7.3,040,10.2,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,14,1003.2,1010.5,23.0,15.0,7.8,038,10.6,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,15,1005.8,1013.1,25.0,16.2,8.6,036,11.2,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,16,1004.0,1011.2,23.2,15.0,7.6,037,10.4,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,17,1000.5,1007.9,24.0,15.2,7.2,034,10.1,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,18,1000.1,1007.6,20.0,13.4,7.1,043,10.1,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,19,1000.7,1008.1,21.4,14.0,7.0,039,10.0,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,20,1001.3,1008.4,31.0,18.6,8.9,025,11.4,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,21,1004.5,1011.9,22.0,15.4,9.9,046,12.2,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,22,1002.9,1009.8,29.0,19.0,11.8,034,13.8,27,002,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,23,1001.6,1009.0,21.0,17.4,14.1,064,16.1,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,24,999.8,1007.1,25.8,19.2,14.0,051,16.0,27,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,25,995.7,1003.1,22.8,20.0,18.4,076,21.1,09,002,07,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,26,996.9,1004.3,21.2,18.6,17.0,077,19.4,27,004,12,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,27,995.9,1002.1,22.8,20.0,18.4,076,21.1,09,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,28,999.5,1006.8,24.4,21.0,19.1,072,22.1,09,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,29,998.7,1006.0,25.0,21.0,18.7,068,21.6,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,30,998.6,1005.9,24.0,20.8,19.0,074,22.0,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,12,31,998.0,1005.4,22.8,20.0,18.4,076,21.1,09,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,01,1001.6,1008.8,27.4,18.2,11.4,037,13.5,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,02,1003.7,1010.9,27.4,21.4,18.0,056,20.6,27,002,15,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,03,1001.8,1009.0,28.0,21.3,17.2,052,19.6,00,000,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,04,996.8,1004.0,29.2,23.2,16.7,067,19.0,00,000,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,05,996.9,1004.1,28.6,16.6,5.7,024,9.1,27,004,13,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,06,1001.8,1009.0,28.6,19.0,12.0,035,14.0,00,000,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,07,1000.8,1007.9,31.0,22.2,17.2,044,19.6,00,000,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,08,1000.0,1007.2,30.2,22.2,17.7,047,20.2,00,000,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,09,999.8,1007.0,31.0,16.8,3.1,017,7.6,27,002,14,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,10,1000.4,1007.6,30.0,17.0,5.2,   ,8.8,27,002,17,96,0,0,4,6,0,0,0,9,0,6,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,11,1001.0,1008.1,31.0,,8.3,024,10.9,00,000,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,12,1001.1,1008.3,30.0,18.8,10.4,029,12.6,27,002,08,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,13,1001.3,1008.4,31.2,17.0,3.5,017,7.9,27,004,20,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,14,1003.1,1010.2,31.6,20.6,13.3,033,15.3,27,002,14,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,15,1002.3,1009.3,33.4,18.6,6.1,018,9.4,27,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,16,1000.0,1007.0,33.0,18.4,5.9,019,9.3,27,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,17,998.3,1005.5,33.0,19.2,8.4,022,11.0,27,002,15,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,18,997.5,1005.0,29.0,15.0,,014,5.7,27,002,19,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,19,1000.0,1007.2,30.0,18.6,9.9,028,12.2,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,20,1001.3,1008.4,31.0,18.6,8.9,025,11.4,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,21,1000.7,1007.8,31.6,20.4,12.9,032,14.9,00,000,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,22,998.4,1005.5,33.0,21.8,14.9,034,16.9,27,002,19,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,23,997.7,1004.8,33.0,23.0,17.3,040,19.7,09,002,18,96,0,0,4,6,0,0,0,9,0,6,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,24,994.6,1001.6,33.5,23.2,17.6,039,20.1,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,25,995.8,1003.0,29.6,21.2,16.1,044,18.3,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,26,998.0,1005.3,24.6,20.2,17.3,065,19.7,00,000,03,96,0,0,4,8, , ,0,9, ,8,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,27,1000.4,1007.6,28.4,21.2,18.4,076,21.1,09,004,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,28,1000.3,1007.5,29.0,21.2,16.5,047,18.8,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,29,998.9,1006.0,31.2,24.0,20.4,053,24.0,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,30,996.4,1003.6,27.0,21.2,12.8,028,14.8,09,004,19,96,0,0,4,6,0,0,0,9,0,6,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,03,48,31,996.6,1003.8,31.2,21.8,16.4,041,18.6,09,002,17,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,01,999.6,1006.9,24.8,22.4,21.2,080,25.2,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,02,997.6,1004.9,24.0,22.2,21.3,085,25.3,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,03,1000.0,1007.2,27.6,24.2,22.6,074,27.4,09,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,04,999.8,1007.0,29.0,25.4,23.8,074,29.5,09,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,05,998.3,1005.6,25.6,18.0,12.5,044,14.5,09,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,06,998.9,1006.1,26.6,17.8,11.1,038,13.2,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,07,998.9,1006.1,30.0,19.2,11.4,032,13.5,25,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,08,997.3,1004.5,29.0,17.8,8.8,028,11.3,25,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,09,997.8,1005.0,26.0,22.0,19.9,069,23.3,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,10,999.9,1007.1,27.0,17.4,9.8,034,12.1,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,11,998.0,1005.3,25.0,16.0,8.2,034,10.9,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,12,999.8,1007.0,26.4,21.6,18.9,063,21.8,09,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,13,1001.7,1008.9,30.0,24.2,21.4,060,25.5,09,002,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,14,1002.0,1009.2,26.8,22.2,19.7,065,22.9,09,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,15,1002.1,1009.3,29.0,23.4,20.6,060,24.3,09,002,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,16,999.6,1006.8,29.2,23.0,19.8,057,23.1,09,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,17,994.9,1002.0,33.4,25.0,20.9,048,24.7,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,18,994.6,1001.6,33.0,22.8,17.0,039,19.4,27,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,19,994.4,1001.4,32.0,23.0,18.1,044,20.8,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,20,993.4,1000.4,33.0,25.0,21.2,050,25.2,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,23,997.6,1004.7,34.0,26.2,22.7,052,27.6,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,24,999.6,1006.6,37.0,27.0,22.6,044,27.4,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,25,997.9,1005.1,31.0,21.0,14.7,037,16.7,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,26,999.2,1006.3,33.8,22.8,16.5,036,18.8,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,27,998.5,1005.6,31.0,26.4,24.4,068,30.5,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,28,998.3,1005.4,33.0,27.0,24.5,061,30.7,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,29,998.1,1005.2,33.2,27.4,25.0,062,31.7,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,12,30,994.6,1001.6,32.8,27.0,24.6,062,30.9,27,002,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,48,01,997.8,1004.9,32.0,21.0,13.9,033,15.9,05,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,48,02,995.2,1002.2,35.6,23.4,16.5,032,18.8,00,000,09,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,48,03,995.9,1002.9,34.6,24.8,20.6,042,24.3,00,000,07,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
42184,1974,04,48,04,995.4,1002.6,36.0,25.6,20.6,041,24.3,27,002,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
